L,sigma,W(0),W(-pi),Delta=W(-pi)-W(0),phi_min,aa_dist,ab_dist,delta_pref,exact_phase_pref,consistent,preferred
1.26,0.780417,-0.68781383,-0.67139622,0.016417608,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.783333,-0.70271159,-0.68605247,0.016659114,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.78625,-0.71785877,-0.70095954,0.016899235,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.789167,-0.73325785,-0.71612014,0.017137706,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.792083,-0.74891126,-0.73153701,0.017374246,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.795,-0.76482143,-0.74721287,0.017608564,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.797917,-0.78099076,-0.76315041,0.017840354,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.800833,-0.79742164,-0.77935234,0.0180693,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.80375,-0.81411639,-0.79582133,0.018295067,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.806667,-0.83107735,-0.81256004,0.01851731,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.809583,-0.8483068,-0.82957113,0.018735666,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.8125,-0.86580699,-0.84685723,0.018949759,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.815417,-0.88358014,-0.86442094,0.019159196,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.818333,-0.90162842,-0.88226486,0.019363568,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.82125,-0.91995398,-0.90039154,0.01956245,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.824167,-0.93855892,-0.91880352,0.019755397,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.827083,-0.95744527,-0.93750332,0.019941949,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.83,-0.97661505,-0.95649342,0.020121626,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.832917,-0.9960702,-0.97577627,0.02029393,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.835833,-1.0158126,-0.99535429,0.020458343,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.83875,-1.0358442,-1.0152298,0.020614327,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.841667,-1.0561666,-1.0354053,0.020761321,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.844583,-1.0767817,-1.055883,0.020898747,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.8475,-1.0976911,-1.0766651,0.021026002,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.850417,-1.1188963,-1.0977538,0.02114246,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.853333,-1.140399,-1.1191515,0.021247472,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.85625,-1.1622004,-1.1408601,0.021340367,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.859167,-1.1843021,-1.1628817,0.021420447,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.862083,-1.2067054,-1.1852184,0.021486988,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.865,-1.2294113,-1.207872,0.021539243,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.867917,-1.2524211,-1.2308446,0.021576434,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.870833,-1.2757357,-1.2541379,0.021597758,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.87375,-1.2993561,-1.2777537,0.021602382,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.876667,-1.3232831,-1.3016937,0.021589445,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.879583,-1.3475176,-1.3259595,0.021558054,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.8825,-1.3720599,-1.3505527,0.021507287,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.885417,-1.3969108,-1.3754746,0.021436188,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.888333,-1.4220706,-1.4007268,0.021343769,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.89125,-1.4475396,-1.4263106,0.021229008,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.894167,-1.4733179,-1.452227,0.02109085,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.897083,-1.4994055,-1.4784773,0.020928202,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.26,0.9,-1.5258024,-1.5050625,0.020739934,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.55,-0.085650204,-0.083151198,0.0024990065,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.552917,-0.088397993,-0.085821049,0.0025769447,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.555833,-0.091218321,-0.088561526,0.0026567943,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.55875,-0.094112676,-0.09137409,0.0027385861,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.561667,-0.097082569,-0.094260219,0.0028223503,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.564583,-0.10012953,-0.097221414,0.0029081173,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.5675,-0.10325512,-0.1002592,0.0029959174,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.570417,-0.10646089,-0.10337511,0.0030857806,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.573333,-0.10974846,-0.10657072,0.0031777369,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.57625,-0.11311943,-0.10984761,0.003271816,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.579167,-0.11657544,-0.11320739,0.0033680473,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.582083,-0.12011814,-0.11665168,0.00346646,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.585,-0.12374923,-0.12018214,0.0035670829,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.587917,-0.12747039,-0.12380044,0.0036699447,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.590833,-0.13128334,-0.12750827,0.0037750735,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.59375,-0.13518984,-0.13130734,0.0038824969,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.596667,-0.13919164,-0.1351994,0.0039922422,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.599583,-0.14329054,-0.1391862,0.0041043361,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.6025,-0.14748833,-0.14326952,0.0042188048,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.605417,-0.15178684,-0.14745117,0.0043356737,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.608333,-0.15618794,-0.15173297,0.0044549679,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.61125,-0.16069347,-0.15611676,0.0045767113,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.614167,-0.16530535,-0.16060442,0.0047009275,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.617083,-0.17002548,-0.16519784,0.0048276389,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.62,-0.17485579,-0.16989892,0.0049568673,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.622917,-0.17979825,-0.17470961,0.0050886334,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.625833,-0.18485482,-0.17963186,0.0052229569,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.62875,-0.1900275,-0.18466765,0.0053598564,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.631667,-0.19531832,-0.18981897,0.0054993495,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.634583,-0.20072931,-0.19508786,0.0056414524,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.6375,-0.20626253,-0.20047635,0.0057861802,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.640417,-0.21192006,-0.20598651,0.0059335465,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.643333,-0.217704,-0.21162043,0.0060835635,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.64625,-0.22361646,-0.21738022,0.0062362419,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.649167,-0.2296596,-0.22326801,0.0063915908,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.652083,-0.23583556,-0.22928594,0.0065496175,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.655,-0.24214653,-0.2354362,0.0067103277,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.657917,-0.2485947,-0.24172098,0.0068737251,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.660833,-0.25518229,-0.24814248,0.0070398115,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.66375,-0.26191154,-0.25470296,0.0072085864,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.666667,-0.2687847,-0.26140465,0.0073800476,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.669583,-0.27580404,-0.26824985,0.0075541901,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.6725,-0.28297185,-0.27524084,0.0077310068,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.675417,-0.29029044,-0.28237995,0.0079104881,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.678333,-0.29776213,-0.28966951,0.0080926216,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.68125,-0.30538927,-0.29711187,0.0082773924,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.684167,-0.3131742,-0.30470942,0.0084647825,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.687083,-0.32111932,-0.31246454,0.0086547711,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.69,-0.32922699,-0.32037966,0.008847334,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.692917,-0.33749963,-0.32845719,0.009042444,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.695833,-0.34593966,-0.33669959,0.0092400704,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.69875,-0.35454951,-0.34510933,0.0094401789,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.701667,-0.36333163,-0.3536889,0.0096427315,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.704583,-0.37228847,-0.36244078,0.0098476863,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.7075,-0.3814225,-0.3713675,0.010054997,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.710417,-0.39073622,-0.3804716,0.010264615,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.713333,-0.40023211,-0.38975563,0.010476484,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.71625,-0.40991268,-0.39922214,0.010690546,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.719167,-0.41978045,-0.40887371,0.010906737,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.722083,-0.42983794,-0.41871295,0.011124988,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.725,-0.44008768,-0.42874246,0.011345227,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.727917,-0.45053223,-0.43896485,0.011567372,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.730833,-0.46117411,-0.44938277,0.011791341,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.73375,-0.47201589,-0.45999885,0.012017043,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.736667,-0.48306013,-0.47081575,0.012244381,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.739583,-0.4943094,-0.48183614,0.012473253,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.7425,-0.50576625,-0.4930627,0.01270355,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.745417,-0.51743326,-0.5044981,0.012935157,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.748333,-0.529313,-0.51614505,0.013167952,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.75125,-0.54140805,-0.52800624,0.013401805,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.754167,-0.55372097,-0.54008439,0.01363658,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.757083,-0.56625433,-0.5523822,0.013872131,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.76,-0.57901071,-0.56490241,0.014108306,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.762917,-0.59199267,-0.57764772,0.014344946,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.765833,-0.60520276,-0.59062088,0.01458188,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.76875,-0.61864353,-0.6038246,0.014818931,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.771667,-0.63231754,-0.61726163,0.015055912,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.774583,-0.64622731,-0.63093468,0.015292626,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.7775,-0.66037537,-0.6448465,0.015528868,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.780417,-0.67476424,-0.65899982,0.01576442,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.783333,-0.68939641,-0.67339735,0.015999058,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.78625,-0.70427437,-0.68804182,0.016232542,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.789167,-0.71940058,-0.70293596,0.016464625,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.792083,-0.73477751,-0.71808246,0.016695046,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.795,-0.75040757,-0.73348403,0.016923534,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.797917,-0.76629318,-0.74914337,0.017149805,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.800833,-0.78243672,-0.76506316,0.017373562,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.80375,-0.79884056,-0.78124607,0.017594495,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.806667,-0.81550703,-0.79769475,0.017812281,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.809583,-0.83243843,-0.81441185,0.018026582,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.8125,-0.84963704,-0.83139999,0.018237047,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.815417,-0.8671051,-0.84866179,0.01844331,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.818333,-0.88484482,-0.86619983,0.018644989,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.82125,-0.90285836,-0.88401668,0.018841686,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.824167,-0.92114786,-0.90211487,0.019032987,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.827083,-0.9397154,-0.92049694,0.019218463,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.83,-0.95856303,-0.93916536,0.019397665,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.832917,-0.97769273,-0.95812261,0.019570128,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.835833,-0.99710647,-0.9773711,0.019735368,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.83875,-1.0168061,-0.99691325,0.019892882,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.841667,-1.0367936,-1.0167514,0.020042148,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.844583,-1.0570705,-1.0368879,0.020182623,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.8475,-1.0776388,-1.0573251,0.020313744,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.850417,-1.0985,-1.0780651,0.020434927,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.853333,-1.1196557,-1.0991101,0.020545565,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.85625,-1.1411075,-1.1204625,0.020645031,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.859167,-1.1628568,-1.1421241,0.02073267,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.862083,-1.1849049,-1.1640971,0.020807808,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.865,-1.2072533,-1.1863836,0.020869744,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.867917,-1.2299031,-1.2089853,0.020917752,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.870833,-1.2528554,-1.2319043,0.02095108,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.87375,-1.2761112,-1.2551423,0.020968949,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.876667,-1.2996717,-1.2787011,0.020970553,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.879583,-1.3235375,-1.3025824,0.020955056,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.8825,-1.3477094,-1.3267878,0.020921596,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.885417,-1.3721881,-1.3513188,0.020869278,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.888333,-1.3969742,-1.376177,0.020797177,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.89125,-1.422068,-1.4013636,0.020704338,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.894167,-1.4474698,-1.4268801,0.020589771,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.897083,-1.47318,-1.4527275,0.020452453,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.265,0.9,-1.4991984,-1.4789071,0.020291328,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.55,-0.083954637,-0.081567106,0.0023875303,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.552917,-0.086648367,-0.084186333,0.0024620342,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.555833,-0.089413231,-0.086874863,0.0025383684,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.55875,-0.09225069,-0.089634128,0.002616562,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.561667,-0.095162227,-0.092465582,0.0026966446,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.564583,-0.098149344,-0.095370699,0.0027786453,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.5675,-0.10121357,-0.098350972,0.0028625934,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.570417,-0.10435644,-0.10140792,0.0029485178,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.573333,-0.10757952,-0.10454307,0.0030364475,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.57625,-0.1108844,-0.10775799,0.0031264112,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.579167,-0.11427269,-0.11105425,0.0032184374,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.582083,-0.11774601,-0.11443346,0.0033125542,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.585,-0.12130602,-0.11789723,0.0034087898,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.587917,-0.12495437,-0.1214472,0.0035071717,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.590833,-0.12869277,-0.12508505,0.0036077273,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.59375,-0.13252293,-0.12881245,0.0037104835,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.596667,-0.13644657,-0.13263111,0.0038154666,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.599583,-0.14046546,-0.13654275,0.0039227029,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.6025,-0.14458136,-0.14054914,0.0040322177,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.605417,-0.14879607,-0.14465204,0.0041440359,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.608333,-0.15311142,-0.14885323,0.0042581819,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.61125,-0.15752923,-0.15315455,0.0043746794,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.614167,-0.16205137,-0.15755782,0.0044935513,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.617083,-0.16667972,-0.1620649,0.0046148197,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.62,-0.17141618,-0.16667768,0.0047385061,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.622917,-0.17626267,-0.17139804,0.0048646309,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.625833,-0.18122114,-0.17622793,0.0049932138,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.62875,-0.18629355,-0.18116927,0.0051242732,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.631667,-0.19148188,-0.18622405,0.0052578267,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.634583,-0.19678813,-0.19139424,0.0053938907,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.6375,-0.20221434,-0.19668186,0.0055324804,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.640417,-0.20776255,-0.20208894,0.0056736097,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.643333,-0.21343482,-0.20761753,0.0058172911,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.64625,-0.21923324,-0.2132697,0.005963536,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.649167,-0.22515991,-0.21904756,0.0061123539,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.652083,-0.23121697,-0.22495321,0.006263753,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.655,-0.23740654,-0.2309888,0.0064177398,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.657917,-0.2437308,-0.23715649,0.0065743189,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.660833,-0.25019194,-0.24345844,0.0067334932,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.66375,-0.25679214,-0.24989687,0.0068952637,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.666667,-0.26353363,-0.256474,0.0070596293,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.669583,-0.27041865,-0.26319206,0.0072265869,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.6725,-0.27744945,-0.27005332,0.0073961308,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.675417,-0.2846283,-0.27706005,0.0075682535,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.678333,-0.29195751,-0.28421456,0.0077429446,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.68125,-0.29943937,-0.29151917,0.0079201914,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.684167,-0.3070762,-0.29897622,0.0080999785,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.687083,-0.31487035,-0.30658806,0.0082822875,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.69,-0.32282418,-0.31435708,0.0084670974,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.692917,-0.33094005,-0.32228566,0.0086543838,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.695833,-0.33922035,-0.33037623,0.0088441194,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.69875,-0.34766748,-0.33863121,0.0090362734,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.701667,-0.35628386,-0.34705305,0.0092308116,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.704583,-0.36507191,-0.35564421,0.0094276961,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.7075,-0.37403408,-0.36440719,0.0096268853,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.27,0.710417,-0.38317281,-0.37334447,0.0098283338,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
